filename,text
captcha_20260708201652.png,KKQFL
captcha_20260708201852.png,DGBQY
captcha_20260708202056.png,BZLDK
captcha_20260708202247.png,UFQYU
captcha_20260708202456.png,YWTXE
captcha_20260708202653.png,IHPHL
captcha_20260708202904.png,LHBSP
captcha_20260708203122.png,IBRCW
captcha_20260708203252.png,QZVXC
captcha_20260708203453.png,ZLZSW
captcha_20260708203653.png,KTIYF
captcha_20260708203852.png,MRVCF
captcha_20260708204047.png,HKCGT
captcha_20260708204241.png,YMBJV
captcha_20260708204446.png,MFSCM
captcha_20260708204648.png,QTHYZ
captcha_20260708204849.png,VSVJE
captcha_20260708205056.png,MBZFR
captcha_20260708205253.png,CGDYX
captcha_20260708205506.png,BWZXN
captcha_20260708205656.png,RQQQN
captcha_20260708205907.png,VJPBV
captcha_20260708210121.png,FCMEQ
captcha_20260708210303.png,RHNYD
captcha_20260708210456.png,CYHWX
captcha_20260708210704.png,CKYJK
captcha_20260708211639.png,ZKCTT
captcha_20260708211849.png,PSQRV
captcha_20260708212051.png,TYLXN
captcha_20260708212243.png,JTZRY
captcha_20260708212445.png,DSJZD
captcha_20260708212645.png,ILITI
captcha_20260708212846.png,NKLLK
captcha_20260708213054.png,HQCWM
captcha_20260708213248.png,DBTXL
captcha_20260708213443.png,XGQVB
captcha_20260708213641.png,JJVTX
captcha_20260708213848.png,ZYVMZ
captcha_20260708214107.png,ZBYXK
captcha_20260708214254.png,SUDKJ
captcha_20260708214445.png,YXPPC
captcha_20260708214644.png,ZFWVP
captcha_20260708214850.png,LXWTI
captcha_20260708215834.png,FHKXL
captcha_20260708220044.png,HBFJL
captcha_20260708220235.png,WDKZV
captcha_20260708220434.png,MEGHH
captcha_20260708220641.png,YDQED
captcha_20260708220838.png,ESTBC
captcha_20260708221050.png,TXFDM
captcha_20260708221248.png,QLEYF
captcha_20260708221439.png,ZYUGU
captcha_20260708221643.png,JVHMV
captcha_20260708221845.png,PGFCC
captcha_20260708222048.png,MYITQ
captcha_20260708222242.png,BXJSF
captcha_20260708223041.png,QUFJI
captcha_20260708223233.png,VBHHV
captcha_20260708223432.png,CWCXE
captcha_20260708223634.png,LLVGP
captcha_20260708223841.png,TLZUF
captcha_20260708224038.png,WHFND
captcha_20260708224238.png,LLSCN
captcha_20260708224446.png,UTSEF
captcha_20260708233041.png,KLLSM
captcha_20260708233239.png,KQVXY
captcha_20260708233440.png,IMDGF
captcha_20260708233639.png,GNLBJ
captcha_20260708234439.png,RZFZK
captcha_20260708234639.png,TFBKG
captcha_20260708234838.png,PTWWP
captcha_20260708235048.png,GNTPS
captcha_20260708235238.png,TENRE
captcha_20260708235435.png,XIPRI
captcha_20260708235640.png,LYKDT
captcha_20260708235842.png,MZKKM
captcha_20260709000047.png,DQVVR
captcha_20260709000251.png,XHJZV
captcha_20260709000443.png,BGMFT
captcha_20260709000646.png,CQRUR
captcha_20260709000841.png,LHTYN
captcha_20260709001042.png,IDWKG
captcha_20260709001249.png,GEGHW
captcha_20260709001439.png,ZVNMR
captcha_20260709001643.png,DHRJV
captcha_20260709001844.png,LYCJY
captcha_20260709002040.png,KTFZI
captcha_20260709002237.png,VBYQQ
captcha_20260709002437.png,KEZPG
captcha_20260709002638.png,BBRKN
captcha_20260709002843.png,HKIFP
captcha_20260709003056.png,HMSVI
captcha_20260709003250.png,VSCPP
captcha_20260709003443.png,SHGRN
captcha_20260709003642.png,CIETD
captcha_20260709003842.png,SLNQI
captcha_20260709004051.png,SMYKY
captcha_20260709004250.png,WVPTX
captcha_20260709004449.png,ZMLPF
captcha_20260709004648.png,UILBW
captcha_20260709004845.png,JEIPD
captcha_20260709005047.png,BEWEB
captcha_20260709005244.png,TQLZN
captcha_20260709005440.png,GXKUF
captcha_20260709005639.png,YCFZL
captcha_20260709005838.png,KELTI
captcha_20260709010054.png,PTRQY
captcha_20260709010250.png,JCEVM
captcha_20260709010445.png,CRKZU
captcha_20260709010645.png,PRTNR
captcha_20260709010846.png,VPQPJ
captcha_20260709011052.png,FQHZS
captcha_20260709011249.png,FWDLC
captcha_20260709011449.png,HWHYP
captcha_20260709011647.png,HRVKH
captcha_20260709011841.png,JIXLE
captcha_20260709012047.png,QWCFU
captcha_20260709012238.png,PJQLJ
captcha_20260709012436.png,KWGLZ
captcha_20260709012639.png,QZIJQ
captcha_20260709012838.png,LFHMC
captcha_20260709013048.png,PRNTP
captcha_20260709013249.png,ZLYTZ
captcha_20260709013444.png,IGULT
captcha_20260709013643.png,RJVRV
captcha_20260709013841.png,LEQJY
captcha_20260709014046.png,YSHRB
captcha_20260709014239.png,DLMBX
captcha_20260709014438.png,TEQBL
captcha_20260709014645.png,YTTUH
captcha_20260709014844.png,XBNRN
captcha_20260709015102.png,KNPWW
captcha_20260709015242.png,XCZDG
captcha_20260709015439.png,BYCEE
captcha_20260709015646.png,KTQDK
captcha_20260709015841.png,PURFP
captcha_20260709020126.png,HWBKV
captcha_20260709020253.png,RYRQJ
captcha_20260709020443.png,UXDFN
captcha_20260709020706.png,JRHFW
captcha_20260709020842.png,RGSUJ
captcha_20260709021116.png,HJVVP
captcha_20260709021445.png,JJJMZ
captcha_20260709021643.png,BTQEV
captcha_20260709021845.png,DCUKK
captcha_20260709022848.png,EBCMV
captcha_20260709023103.png,KJMLK
captcha_20260709023241.png,KHRCV
captcha_20260709023449.png,LBGIK
captcha_20260709023654.png,DQQER
captcha_20260709023848.png,EZCXX
captcha_20260709024101.png,MINUX
captcha_20260709024248.png,UXYIU
captcha_20260709024456.png,UCFIT
captcha_20260709024704.png,HRUVS
captcha_20260709024852.png,PSMBN
captcha_20260709025057.png,YJKTI
captcha_20260709025254.png,XSWXG
captcha_20260709025507.png,JMJLZ
captcha_20260709025658.png,HDPWW
captcha_20260709025853.png,CHHLJ
captcha_20260709030055.png,UMXHD
captcha_20260709030249.png,NSZIQ
captcha_20260709030652.png,UKSEL
captcha_20260709030836.png,WUPVW
captcha_20260709031042.png,CGDCS
captcha_20260709031244.png,BITSG
captcha_20260709031434.png,QTGLL
captcha_20260709031639.png,RICDU
captcha_20260709031844.png,LFIFC
captcha_20260709032100.png,NWTGU
captcha_20260709032541.png,HISHU
captcha_20260709032830.png,ZSNFZ
captcha_20260709033119.png,ESUSC
captcha_20260709033319.png,KYXVC
captcha_20260709033524.png,ESEKN
captcha_20260709033823.png,TVDVD
captcha_20260709033953.png,CIDBT
captcha_20260709034216.png,ZJEKX
captcha_20260709034408.png,EZSFM
captcha_20260709035441.png,QJBFQ
captcha_20260709035442.png,XFGDI
captcha_20260709035448.png,HSBHK
captcha_20260709035603.png,MVRRU
captcha_20260709035740.png,NVWIZ
captcha_20260709035937.png,VBWIZ
captcha_20260709040248.png,SDTTH
captcha_20260709040456.png,KWHNB
captcha_20260709040652.png,XQBZD
captcha_20260709040847.png,QWWIR
captcha_20260709041046.png,TIQGP
captcha_20260709041241.png,YIUKX
captcha_20260709041438.png,JNPRE
captcha_20260709042433.png,KEJSR
captcha_20260709042640.png,RKVDN
captcha_20260709042839.png,PQTRY
captcha_20260709043044.png,IYWZU
captcha_20260709043251.png,SZQDB
captcha_20260709043440.png,VYUPX
captcha_20260709043641.png,GFZTZ
captcha_20260709043845.png,NCJKM
captcha_20260709044841.png,VXMHS
captcha_20260709045044.png,RMGCU
captcha_20260709045250.png,QUUMQ
captcha_20260709045449.png,JPTJM
captcha_20260709045658.png,IKSSW
captcha_20260709045842.png,DVXCF
captcha_20260709050042.png,VEUSQ
captcha_20260709050248.png,LRKQE
captcha_20260709050445.png,RRXKJ
captcha_20260709050647.png,KCSEC
captcha_20260709050838.png,HRLTG
captcha_20260709051042.png,UXBFX
captcha_20260709051235.png,KJWMR
captcha_20260709051445.png,WQWQU
captcha_20260709051702.png,UYXBM
captcha_20260709051850.png,HDXQU
captcha_20260709052109.png,IHXZK
captcha_20260709052242.png,ZMICE
captcha_20260709052437.png,IHWVI
captcha_20260709052643.png,EKQXB
captcha_20260709052838.png,VZHYP
captcha_20260709053055.png,QTLQV
captcha_20260709053239.png,SLVLC
captcha_20260709053440.png,ZSVFP
captcha_20260709053651.png,HCYGT
captcha_20260709053859.png,YNZYL
captcha_20260709054057.png,XJLTK
captcha_20260709054245.png,TJTQP
captcha_20260709054438.png,QKCPD
captcha_20260709054642.png,KJSJZ
captcha_20260709054844.png,FMDQP
captcha_20260709055046.png,XEQRS
captcha_20260709055242.png,QJDTJ
captcha_20260709055452.png,XMCIF
captcha_20260709060237.png,NDCUU
captcha_20260709060437.png,IXLSJ
captcha_20260709060640.png,JGILV
captcha_20260709060843.png,ULGVK
captcha_20260709081042.png,CVDXW
captcha_20260709081236.png,JFQUP
captcha_20260709081438.png,HXQMB
captcha_20260709081636.png,NTPCH
captcha_20260709081849.png,IHXSX
captcha_20260709082047.png,HUBSS
captcha_20260709082246.png,ZTTVP
captcha_20260709082441.png,WNZGP
captcha_20260709082643.png,LECBU
captcha_20260709082842.png,MMFHO
captcha_20260709083043.png,GTLDW
captcha_20260709083239.png,KZHQS
captcha_20260709083439.png,JMCDV
captcha_20260709083650.png,HGRWI
captcha_20260709083845.png,WLITP
captcha_20260709084041.png,ZWWHU
captcha_20260709084235.png,BYRFK
captcha_20260709084433.png,XVCDI
captcha_20260709084645.png,RHQKS
captcha_20260709084845.png,XUIVW
captcha_20260709085046.png,IQXSS
captcha_20260709085235.png,QYBTC
captcha_20260709085436.png,CWPKK
captcha_20260709085639.png,JEDWE
captcha_20260709085836.png,EWPPS
captcha_20260709090834.png,KJMWL
captcha_20260709091035.png,VBVVV
captcha_20260709091239.png,CBILZ
captcha_20260709091441.png,EVPKG
captcha_20260709091649.png,PMLWK
captcha_20260709091843.png,VYICY
captcha_20260709092039.png,YYSQJ
captcha_20260709092238.png,LFWHP
captcha_20260709092435.png,UDWIH
captcha_20260709092636.png,JXUNW
captcha_20260709092843.png,QWFPT
captcha_20260709093047.png,DYFQL
captcha_20260709093247.png,XELCP
captcha_20260709093448.png,UDPSQ
captcha_20260709093644.png,THGKW
captcha_20260709093838.png,SCSRH
captcha_20260709094048.png,RDLWS
captcha_20260709094239.png,JWXUY
captcha_20260709094448.png,GNBIX
captcha_20260709094637.png,YEMNV
captcha_20260709094835.png,XIEVN
captcha_20260709095052.png,BDVWW
captcha_20260709095236.png,RCIVM
captcha_20260709095451.png,BXWTG
captcha_20260709095643.png,GUQCU
captcha_20260709095841.png,FWERT
captcha_20260709100045.png,ZVLEC
captcha_20260709100244.png,JPEIJ
captcha_20260709100444.png,JSYYJ
captcha_20260709100641.png,MHQQS
captcha_20260709100836.png,XNWZJ
captcha_20260709101054.png,KTGGW
captcha_20260709101244.png,XQCYG
captcha_20260709101439.png,YEJDG
captcha_20260709101641.png,YLGRX
captcha_20260709101838.png,UNYNH
captcha_20260709102042.png,KQVMU
captcha_20260709103039.png,JZLTI
captcha_20260709103240.png,JEKKZ
captcha_20260709103439.png,IJVCM
captcha_20260709103654.png,CXTMM
captcha_20260709103842.png,GHEVJ
captcha_20260709104042.png,SQEUM
captcha_20260709104232.png,TUVGF
captcha_20260709104438.png,UTWEK
captcha_20260709104647.png,PBLHE
captcha_20260709104856.png,TJUYB
captcha_20260709105044.png,ZHWKR
captcha_20260709105242.png,VLMYW
captcha_20260709105438.png,IFVEN
captcha_20260709105636.png,GIWEB
captcha_20260709105835.png,PUBWU
captcha_20260709110050.png,ZDSSI
captcha_20260709110241.png,FLCUB
captcha_20260709110447.png,IGDSJ
captcha_20260709110642.png,PTTRY
captcha_20260709110845.png,CPUXP
captcha_20260709111042.png,IFZQD
captcha_20260709111237.png,PDPXF
captcha_20260709112044.png,WXLCE
captcha_20260709112236.png,CUQIG
captcha_20260709112434.png,SKLXG
captcha_20260709112635.png,WHRLN
captcha_20260709112858.png,CUZZT
captcha_20260709113100.png,WNPFW
captcha_20260709113245.png,TQJUI
captcha_20260709113438.png,GMWRZ
captcha_20260709113638.png,ZTCFM
captcha_20260709113839.png,EWTYB
captcha_20260709114042.png,HVNTI
captcha_20260709114240.png,XWLIJ
captcha_20260709114440.png,QTKXD
captcha_20260709114641.png,ILGCK
captcha_20260709115434.png,FDYNR
captcha_20260709115634.png,DNYKT
captcha_20260709115834.png,DDFID
captcha_20260709120046.png,WNEHN
captcha_20260709120253.png,DHQCI
captcha_20260709121236.png,FBWKR
captcha_20260709121436.png,NGXJT
captcha_20260709121639.png,VGZTX
captcha_20260709121849.png,UWPKH
captcha_20260709122058.png,GQQNI
captcha_20260709122245.png,EKENG
captcha_20260709122442.png,URFBR
captcha_20260709122650.png,BCTMJ
captcha_20260709122842.png,HUKRG
captcha_20260709123046.png,DUFIR
captcha_20260709123241.png,XCRHW
captcha_20260709123440.png,ISHUF
captcha_20260709123643.png,SVISX
captcha_20260709123846.png,LEICV
captcha_20260709124832.png,HWWPC
captcha_20260709125041.png,WNXZJ
captcha_20260709125237.png,FCICR
captcha_20260709125438.png,YELJZ
captcha_20260709125647.png,MTCXK
captcha_20260709125841.png,TDBPI
captcha_20260709130039.png,GFYGJ
captcha_20260709130233.png,PKYIP
captcha_20260709130433.png,MBUUK
captcha_20260709130639.png,ETIPG
captcha_20260709130840.png,CIEMY
captcha_20260709131046.png,LEPUV
captcha_20260709131239.png,IICZB
captcha_20260709131447.png,JURER
captcha_20260709131656.png,BYMIT
captcha_20260709131850.png,RLCCR
captcha_20260709132047.png,VSWEM
captcha_20260709132239.png,VSCGW
captcha_20260709152433.png,JVHBL
captcha_20260709152638.png,KHVEZ
captcha_20260709152841.png,RZTTI
captcha_20260709153834.png,UYBMB
captcha_20260709154633.png,UEVFJ
captcha_20260709154836.png,EGJKY
captcha_20260709155042.png,XLHWT
captcha_20260709155238.png,MRPRE
captcha_20260709155442.png,HYLFJ
captcha_20260709155645.png,NYSME
captcha_20260709155842.png,CCDXJ
captcha_20260709160245.png,SBGJG
captcha_20260709161255.png,SJGDJ
captcha_20260709161523.png,YMGCZ
captcha_20260709161729.png,SQIDR
captcha_20260709161939.png,JIUMQ
captcha_20260709162217.png,PFXQM
captcha_20260709162356.png,YETQC
captcha_20260709162734.png,CXKUT
captcha_20260709162936.png,YNISE
captcha_20260709163223.png,IEBZU
captcha_20260709163401.png,NBTXK
captcha_20260709163545.png,HFCJX
captcha_20260709163750.png,WEYEY
captcha_20260709163936.png,PCCTY
captcha_20260709165104.png,GSBGX
captcha_20260709165302.png,WDJLH
captcha_20260709165453.png,PNKNH
captcha_20260709165700.png,FGLMY
captcha_20260709165909.png,ENRFF
captcha_20260709170125.png,YFLZW
captcha_20260709170310.png,UXDIR
captcha_20260709170513.png,MFGIN
captcha_20260709170717.png,YUYPT
captcha_20260709170927.png,ITLYF
captcha_20260709171155.png,TYQXT
captcha_20260709171332.png,SSEBB
captcha_20260709171522.png,MFCDD
captcha_20260709171754.png,BLZCX
captcha_20260709171941.png,GRUSD
captcha_20260709172119.png,SMUTE
captcha_20260709172331.png,KHUZG
